tx_batch,tx_concurrency,time
860,2,2700.1
859,2,1485.05
858,2,2317.275
857,2,1548.05
856,2,2694.4
855,2,2031.425
854,2,2864.475
853,2,1863.3
852,2,3149.825
851,2,2340.6
850,2,2491.725
849,2,2645.3
848,2,2549.55
847,2,2315.425
846,2,3276.675
845,2,2559.775
844,2,2180.025
843,2,2516.325
842,2,2244.625
841,2,3724.025
840,2,1668.7
839,2,3277.7
838,2,1568.05
837,2,2418.125
836,2,1309.075
835,2,2460.625
834,2,1548.975
833,2,3172.725
832,2,1544.375
831,2,3470.9
830,2,1920.975
829,2,2766.875
828,2,1610.1
827,2,3199.375
826,2,2013.525
825,2,2626.8
824,2,2425.625
823,2,2216.825
822,2,2035.05
821,2,3057.125
820,2,1500.075
819,2,2615.625
818,2,1467.925
817,2,2022.5
816,2,3196.5
815,2,3616.5
814,2,1588.125
813,2,2998.35
812,2,1120.625
811,2,3066.15
810,2,1084.325
809,2,2157.675
808,2,2102.825
807,2,2004.25
806,2,1788.375
805,2,2401.35
804,2,1247.75
803,2,2720.925
802,2,1286.025
801,2,2280.4
800,2,1287.475
799,2,1275.15
798,2,1803.3
797,2,1463.55
796,2,1400.6
795,2,2396.95
794,2,1238.05
793,2,1337.175
792,2,2318.05
791,2,996.525
790,2,3013.9
789,2,1239.15
788,2,2456.375
787,2,2555.2
786,2,1677.5
785,2,1938.3
784,2,931.425
783,2,3125.725
782,2,1293.95
781,2,2088.275
780,2,1404.1
779,2,1959.575
778,2,1078.475
777,2,2792.85
776,2,1203.85
775,2,1336.975
774,2,2647.25
773,2,942.225
772,2,2377.1
771,2,1005.775
770,2,1358.75
769,2,1695
768,2,2181
767,2,1235.65
766,2,1790.925
765,2,1413.05
764,2,1424.45
763,2,2803.45
762,2,1199.8
761,2,1861.5
760,2,1133.275
759,2,958.1
758,2,3045.4
757,2,1572.4
756,2,1829.9
755,2,2368.875
754,2,1836.925
753,2,2243.55
752,2,1940.925
751,2,2376.6
750,2,2352.65
749,2,1058.325
748,2,2756.875
747,2,1034.175
746,2,2463.1
745,2,1079.125
744,2,1091.575
743,2,2022.725
742,2,1397.175
741,2,1179.95
740,2,2900.525
739,2,1763.625
738,2,2531.375
737,2,1633.8
736,2,1747.3
735,2,1893.2
734,2,1222.25
733,2,1547.975
732,2,1908.275
731,2,2007.575
730,2,1833.475
729,2,846.275
728,2,1920.65
727,2,1629.975
726,2,1953.775
725,2,860.425
724,2,923.75
723,2,2676.275
722,2,1045.475
721,2,2067.325
720,2,1536.25
719,2,1558.8
718,2,1989.8
717,2,1316.525
716,2,1234.55
715,2,1019.425
714,2,1849.65
713,2,1668.05
712,2,2634.65
711,2,793.1
710,2,1071.3
709,2,2593.7
708,2,924.55
707,2,1923.2
706,2,1753.225
705,2,1550.45
704,2,1673.375
703,2,1752.775
702,2,1772.95
701,2,1038.45
700,2,2224.875
699,2,1490.075
698,2,1233.475
697,2,2537.575
696,2,1715.825
695,2,2579.775
694,2,1228.25
693,2,942.35
692,2,2152.65
691,2,1016.15
690,2,1154.275
689,2,2020.025
688,2,1103.025
687,2,854.475
686,2,1262.175
685,2,2439.85
684,2,1266.825
683,2,2618.625
682,2,1464.875
681,2,1967.275
680,2,2275.275
679,2,1683.4
678,2,2528.3
677,2,2149.375
676,2,2099.325
675,2,2002.05
674,2,2451.025
673,2,2536.725
672,2,2255.55
671,2,2132.85
670,2,3199.175
669,2,1847.3
668,2,2321.725
667,2,1595.225
666,2,1468.45
665,2,2702.75
664,2,1560.275
663,2,2784.575
662,2,1864.025
661,2,2836.7
660,2,3475.875
659,2,1837.2
658,2,3144.075
657,2,2319.6
656,2,2596
655,2,1911.975
654,2,1552.825
653,2,2884.75
652,2,1805.175
651,2,2485.55
650,2,1610.225
649,2,2069.2
648,2,1566.575
647,2,1867.825
646,2,2763.85
645,2,2313.35
644,2,2008.3
643,2,2239.75
642,2,2115.9
641,2,2722.275
640,2,2118.125
639,2,2096.15
638,2,2082.35
637,2,1817.475
636,2,1467.95
635,2,3282.625
634,2,2572.15
633,2,2128.625
632,2,2765.2
631,2,1606.95
630,2,2579.725
629,2,2348.15
628,2,2868.725
627,2,1388.075
626,2,1607.75
625,2,3038.725
624,2,2668.975
623,2,1831.65
622,2,2439.5
621,2,2438.05
620,2,1987.45
619,2,2127.25
618,2,1747.425
617,2,1386.75
616,2,3491.575
615,2,2363.1
614,2,2430.55
613,2,2540.875
612,2,1624.55
611,2,2632.5
610,2,3204.475
609,2,2564
608,2,1758.175
607,2,1987.65
606,2,2425.875
605,2,2115.575
604,2,2978.275
603,2,1936.5
602,2,3098.175
601,2,1421.65
600,2,2861.9
599,2,1558.625
598,2,2548.425
597,2,1331.675
596,2,2616.9
595,2,1372.875
594,2,1466.35
593,2,2132.8
592,2,1834.9
591,2,3035.425
590,2,1311.55
589,2,2927.6
588,2,1317.2
587,2,1814.825
586,2,2054.35
585,2,1789.65
584,2,2302.7
583,2,1595.825
582,2,1934.45
581,2,3076.075
580,2,1381.525
579,2,3563.2
578,2,1691.125
577,2,3117.275
576,2,1543.5
575,2,2124.5
574,2,1436.475
573,2,2073.9
572,2,2219.15
571,2,2171
570,2,2530.125
569,2,3464.275
568,2,2608
567,2,2452.6
566,2,2151.1
565,2,2320.575
564,2,2888.125
563,2,2224.825
562,2,2561.2
561,2,3122.375
560,2,1553.525
559,2,3218
558,2,1507.85
557,2,2772.45
556,2,1658.775
555,2,3034.35
554,2,1628.575
553,2,2961.925
552,2,1488.75
551,2,3041.5
550,2,2274.25
549,2,2509.4
548,2,2436.95
547,2,2219.25
546,2,2354.275
545,2,2328.025
544,2,2294.55
543,2,3301.85
542,2,1610.6
541,2,2382.2
540,2,1701.9
539,2,1130.25
538,2,2823.875
537,2,1586.4
536,2,3202.875
535,2,2532.475
534,2,2262.85
533,2,2454.125
532,2,3537.125
531,2,1479.825
530,2,3035.15
529,2,1232.7
528,2,2532.125
527,2,1599.05
526,2,1233.125
525,2,2111.225
524,2,1370.95
523,2,2291.75
522,2,1935.125
521,2,1446.975
520,2,2821.925
519,2,2425.65
518,2,2114.8
517,2,2251.325
516,2,2292.4
515,2,1341.975
514,2,2321.15
513,2,3496.45
512,2,2419.8
511,2,2622.525
510,2,3025.45
509,2,1369.35
508,2,2402.15
507,2,2050.075
506,2,2231.625
505,2,2893.8
504,2,3573.775
503,2,2265.375
502,2,2702.7
501,2,2248.125
500,2,1304.725
499,2,2679.175
498,2,1425.425
497,2,2758.5
496,2,1374.55
495,2,3413.475
494,2,1504.625
493,2,2358.125
492,2,1462.925
491,2,1520.9
490,2,2755.275
489,2,1312.975
488,2,2505.75
487,3,1733.325
486,3,2587.4
485,3,1862.575
484,3,2765.4
483,3,2497.125
482,3,2502.475
481,3,2670.425
480,3,3491.25
479,3,1756.375
478,3,3758.275
477,3,2361.4
476,3,2128.975
475,3,2801.9
474,3,1731.125
473,3,1663.225
472,3,2350.25
471,3,1841.575
470,3,2393.8
469,3,1393
468,3,2779
467,3,1675.2
466,3,2917.8
465,3,1238.075
464,3,2334.775
463,3,2256.375
462,3,1952.45
461,3,2087.9
460,3,2041.2
459,3,2702.625
458,3,2512.9
457,3,2758.325
456,3,1531.425
455,3,2766.075
454,3,1528.15
453,3,1522.45
452,3,2537.275
451,3,1787.6
450,3,2871.475
449,3,1628.225
448,3,2745.9
447,3,1691.975
446,3,2685.1
445,3,1218.4
444,3,2136.175
443,3,2544.875
442,3,1848.9
441,3,2174.55
440,3,2535.55
439,3,2279.225
438,3,1863.575
437,3,1675.25
436,3,3421.4
435,3,2945.2
434,3,2007.2
433,3,1928.925
432,3,1661.825
431,3,1504.9
430,3,2624.1
429,3,1766.575
428,3,2734.55
427,3,1306.35
426,3,1639.125
425,3,2422.875
424,3,1812.2
423,3,2454.35
422,3,2861.8
421,3,2983.025
420,3,1327.725
419,3,2996.475
418,3,1400.45
417,3,3261.125
416,3,1388.05
415,3,3277.7
414,3,1571.3
413,3,3067.525
412,3,1157.9
411,3,2775.575
410,3,2103.75
409,3,2102.3
408,3,2420.45
407,3,2200.625
406,3,2480.325
405,3,4230.05
404,3,2042.625
403,3,2528.075
402,3,1942.075
401,3,1416.975
400,3,2501.525
399,3,1480.55
398,3,2912.8
397,3,1357
396,3,2797.325
395,3,1308.9
394,3,2483.1
393,3,2324.575
392,3,1768.275
391,3,2349.35
390,3,2011.95
389,3,2574.275
388,3,2550.65
387,3,2603.525
386,3,1958.3
385,3,3044.45
384,3,1636.85
383,3,3307.15
382,3,2099.175
381,3,3438.5
380,3,1490.225
379,3,3199.9
378,3,2097.325
377,3,2717.475
376,3,2389.675
375,3,2247.65
374,3,2136.15
373,3,2283.575
372,3,2080.1
371,3,3621.3
370,3,1735.35
369,3,3641.35
368,3,1609.7
367,3,2744.775
366,3,1601.5
365,3,2519.925
364,3,1279.225
363,3,3317.55
362,3,2536.1
361,3,2289.95
360,3,2174.375
359,3,2336.775
358,3,3513.35
357,3,1847.35
356,3,3701.9
355,3,2362.55
354,3,3341.525
353,3,1886.525
352,3,2929.925
351,3,1779.975
350,3,2549.5
349,3,2033.425
348,3,2654.95
347,3,1671.1
346,3,2321.725
345,3,1689.3
344,3,3161.05
343,3,2230.375
342,3,4299.925
341,3,2994.525
340,3,2195.05
339,3,3360.825
338,3,2925.4
337,3,3646.95
336,3,3980.85
335,3,2346.6
334,3,2920.75
333,3,3353.025
332,3,2802.4
331,3,3723.8
330,3,3001.7
329,3,3315.175
328,3,4351.575
327,3,3234.825
326,3,3607.325
325,4,2833.975
324,4,2356.3
323,4,2930.1
322,4,3080.025
321,4,2252.2
320,4,2917.875
319,4,3417.725
318,4,2396.05
317,4,3597.275
316,4,3850.875
315,4,2065.75
314,4,3860.625
313,4,4302.125
312,4,2806.925
311,4,4175.7
310,4,4169.8
309,4,4321.575
308,4,3904.675
307,4,4337.25
306,4,3311.9
305,4,2847.925
304,4,3020.525
303,4,2081.7
302,4,3716.425
301,4,3359.975
300,4,2795.025
299,4,3567.575
298,4,3493.875
297,4,2045.875
296,4,2707.625
295,4,2788.5
294,4,3867.2
293,4,1259.025
292,4,3274.65
291,4,3511.225
290,4,2053.375
289,4,3827.7
288,4,1808.85
287,4,3087.625
286,4,3383.4
285,4,1967.525
284,4,3505.5
283,4,3707.225
282,4,1817.4
281,4,2856.575
280,4,4227.375
279,4,7995.225
278,4,3165.8
277,4,3021.675
276,4,2136.925
275,4,3080.6
274,4,2681.025
273,4,3885.325
272,4,2124.925
271,4,1977.2
270,4,1088.8
269,4,2764.65
268,4,939.8
267,4,998.85
266,4,876.675
265,4,2722.925
264,4,810.65
263,4,1004.675
262,4,2238.875
261,4,705.125
260,4,667.35
259,4,1187.65
258,4,2416.225
257,4,719.825
256,4,721.8
255,4,2951.95
254,4,1391.1
253,4,2824.775
252,4,1437.475
251,4,1582.925
250,4,2191.35
249,4,1021.975
248,4,4517.95
247,4,3754.25
246,4,2192.2
245,4,2625.375
244,4,2970.1
243,5,3234.45
242,5,4229.1
241,5,1796.65
240,5,2724.45
239,5,1951.025
238,5,2477.2
237,5,1726.225
236,5,3588.275
235,5,3442.825
234,5,1850.475
233,5,2107.675
232,5,2345
231,5,2549.75
230,5,3334.875
229,5,2734.075
228,5,2545.85
227,5,3266.15
226,5,1763.6
225,5,3620.325
224,5,2190.6
223,5,2895.275
222,5,1729.55
221,5,2815.175
220,5,2549.95
219,5,2038.325
218,5,3363.6
217,5,1916.5
216,5,3730.525
215,5,3454.75
214,5,1604.65
213,5,3934.725
212,5,2351.775
211,5,2428.925
210,5,2480.65
209,5,3513.1
208,5,2839.775
207,5,3548.875
206,5,3189.55
205,5,3056.375
204,5,2548.125
203,5,3290.575
202,5,1900.825
201,5,3335.6
200,5,4387.475
199,5,2535.075
198,5,4149.725
197,5,4554.775
196,5,2022.225
195,6,3224.525
194,6,2658.925
193,6,1591.35
192,6,1642.4
191,6,2398.425
190,6,1135.375
189,6,3438.925
188,6,1106.25
187,6,820.825
186,6,2932.15
185,6,776.325
184,6,1966.325
183,6,2232.2
182,6,2107.2
181,6,1713.675
180,6,1538.925
179,6,2135.7
178,6,2112.825
177,6,1778.95
176,6,3693.7
175,6,1570.025
174,6,3398.525
173,6,878.775
172,6,2975.25
171,6,1000.475
170,6,1161.875
169,6,2777.325
168,6,1927.15
167,6,2867.7
166,6,1491.25
165,6,3240.9
164,6,1265.05
163,6,2212.975
162,7,1109.05
161,7,1445.75
160,7,2702.85
159,7,1411.325
158,7,1257.4
157,7,2477.25
156,7,1713.65
155,7,3386.1
154,7,1234.525
153,7,2970.675
152,7,814.975
151,7,2126.45
150,7,1749.825
149,7,2051.95
148,7,1625.7
147,7,3229.7
146,7,1004.35
145,7,3118.9
144,7,1351.3
143,7,1792.15
142,7,2126.125
141,7,987.875
140,7,2262.6
139,8,1173.325
138,8,1399.125
137,8,721.5
136,8,2045.075
135,8,1154.45
134,8,3706.775
133,8,1477
132,8,1802.525
131,8,2087.3
130,8,2218.775
129,8,2299.325
128,8,814.375
127,8,3262.825
126,8,1339
125,8,2273.075
124,8,3217
123,8,1206.025
122,8,2223.175
121,9,2543.275
120,9,678.15
119,9,3016.3
118,9,1050.05
117,9,2840.275
116,9,1518.025
115,9,723.775
114,9,701.45
113,9,2112.05
112,9,875.175
111,9,1657.725
110,9,2513.1
109,9,1253.025
108,10,3175.675
107,10,1113.825
106,10,1056.675
105,10,3019.725
104,10,728.6
103,10,1727.675
102,10,1798.5
101,10,723.1
100,10,2036.35
99,10,815.375
98,10,2239.175
97,11,2042.825
96,11,3480.275
95,11,986
94,11,2107.575
93,11,2315.5
92,11,900.425
91,11,2432.275
90,11,879.65
89,11,1301.9
88,12,749.375
87,12,2377.3
86,12,1133.3
85,12,2792.25
84,12,1060.6
83,12,1206.3
82,12,3165.875
81,13,918.7
80,13,1907.275
79,13,2047.6
78,13,975.7
77,13,2094.575
76,13,2542.225
75,14,2002.45
74,14,1688.775
73,14,2551.075
72,14,764.7
71,14,3271.025
70,14,1845.225
69,15,2309.35
68,15,1470.375
67,15,1253.475
66,15,2256.8
65,16,1304.7
64,16,946.625
63,16,2247.9
62,16,1183.975
61,16,2935.875
60,17,1620.075
59,17,3356.75
58,17,1334.85
57,18,2271.875
56,18,2230.1
55,18,2741.25
54,19,1443.825
53,19,2121.95
52,19,830.875
51,20,1924.075
50,20,3038
49,20,3488.3
48,21,934.825
47,21,3566.3
46,22,1547.5
45,22,817.425
44,23,2994.725
43,23,1346.875
42,24,3135.025
41,24,1106.175
40,25,1842.85
39,26,2490.025
38,26,2222.125
37,27,2214.125
36,28,1630.75
35,28,900.5
34,29,2283.6
33,30,2599.1
32,31,1113.925
31,32,2740.85
30,33,1182.45
29,34,1171.275
28,35,1967.95
27,37,865.125
26,38,2275.45
25,40,2109.725
24,41,1664.225
23,43,2188.075
22,45,1625.55
21,47,3101.6
20,49,1279.8
19,52,2585.2
18,55,933.4
17,58,1285.35
16,61,2462.9
15,66,855.7
14,70,2886.7
13,76,1418.25
12,82,1556.35
11,89,2148.6
10,98,1522.75
9,109,1183.775
8,122,2496.8
7,140,1457.35
6,163,2387.475
5,196,1026.45
4,244,2531.25
3,326,1782.65
2,488,2938.675
1,976,3186.475
279,4,7995.225
260,4,667.35
